transaction_id,full_date,day,month,quarter,year,weekday,product_key,product_name,category,subcategory,unit_price,store_key,store_name,city,state,quantity,discount,gross_amount,net_amount,lag_1,lag_3,lag_7,rolling_mean_3,rolling_mean_7,predicted_quantity
12525,2024-09-14,14,9,3,2024,2,4,365,8,20,799.0,79,3,1,7,4,0.0,3196.0,3196.0,0.0,0.0,0.0,0.0,0.0,3.2678716
18039,2025-09-13,13,9,3,2025,2,4,365,8,20,799.0,79,3,1,7,4,0.0,3196.0,3196.0,4.0,0.0,0.0,0.0,0.0,3.779935
22525,2026-04-19,19,4,2,2026,3,4,365,8,20,799.0,79,3,1,7,4,0.0,3196.0,3196.0,4.0,0.0,0.0,0.0,0.0,3.7654924
14179,2024-12-07,7,12,4,2024,2,4,365,8,20,799.0,148,177,47,25,3,5.0,2397.0,2277.15,0.0,0.0,0.0,0.0,0.0,4.148761
19693,2025-11-07,7,11,4,2025,0,4,365,8,20,799.0,148,177,47,25,3,5.0,2397.0,2277.15,3.0,0.0,0.0,0.0,0.0,5.496165
16607,2024-01-11,11,1,1,2024,4,4,365,8,20,799.0,170,147,39,20,3,34.0,2397.0,1582.02,0.0,0.0,0.0,0.0,0.0,3.1564837
22121,2025-10-27,27,10,4,2025,1,4,365,8,20,799.0,170,147,39,20,3,34.0,2397.0,1582.02,3.0,0.0,0.0,0.0,0.0,3.0175734
15926,2024-11-14,14,11,4,2024,4,4,365,8,20,799.0,222,202,54,19,1,0.0,799.0,799.0,0.0,0.0,0.0,0.0,0.0,6.794288
21440,2025-11-15,15,11,4,2025,2,4,365,8,20,799.0,222,202,54,19,1,0.0,799.0,799.0,1.0,0.0,0.0,0.0,0.0,1.0547047
13004,2024-09-02,2,9,3,2024,1,4,365,8,20,799.0,240,217,60,15,4,0.0,3196.0,3196.0,0.0,0.0,0.0,0.0,0.0,3.3790126
18518,2025-08-02,2,8,3,2025,2,4,365,8,20,799.0,240,217,60,15,4,0.0,3196.0,3196.0,4.0,0.0,0.0,0.0,0.0,3.845327
23004,2026-01-14,14,1,1,2026,6,4,365,8,20,799.0,240,217,60,15,4,0.0,3196.0,3196.0,4.0,0.0,0.0,0.0,0.0,4.316004
16220,2024-02-11,11,2,1,2024,3,5,498,12,9,1499.0,18,69,16,5,3,10.0,4497.0,4047.3,0.0,0.0,0.0,0.0,0.0,4.0924263
12418,2024-08-09,9,8,3,2024,0,5,498,12,9,1499.0,18,69,16,5,3,0.0,4497.0,4497.0,3.0,0.0,0.0,0.0,0.0,5.556911
17932,2025-03-09,9,3,1,2025,3,5,498,12,9,1499.0,18,69,16,5,3,0.0,4497.0,4497.0,3.0,0.0,0.0,0.0,0.0,3.02527
21734,2025-10-30,30,10,4,2025,4,5,498,12,9,1499.0,18,69,16,5,3,10.0,4497.0,4047.3,3.0,3.0,0.0,3.0,0.0,2.7037292
17418,2026-04-15,15,4,2,2026,6,5,498,12,9,1499.0,18,69,16,5,3,0.0,4497.0,4497.0,3.0,3.0,0.0,3.0,0.0,2.7767732
14484,2024-10-30,30,10,4,2024,6,5,498,12,9,1499.0,27,25,6,12,1,33.0,1499.0,1004.33,0.0,0.0,0.0,0.0,0.0,1.8161062
19998,2025-10-25,25,10,4,2025,2,5,498,12,9,1499.0,27,25,6,12,1,33.0,1499.0,1004.33,1.0,0.0,0.0,0.0,0.0,0.8892588
14072,2024-07-22,22,7,3,2024,1,5,498,12,9,1499.0,36,92,24,23,1,5.0,1499.0,1424.05,0.0,0.0,0.0,0.0,0.0,3.9479606
19586,2025-07-20,20,7,3,2025,3,5,498,12,9,1499.0,36,92,24,23,1,5.0,1499.0,1424.05,1.0,0.0,0.0,0.0,0.0,1.3749908
14155,2024-01-11,11,1,1,2024,4,5,498,12,9,1499.0,38,97,24,23,1,5.0,1499.0,1424.05,0.0,0.0,0.0,0.0,0.0,2.483248
14175,2024-03-07,7,3,1,2024,4,5,498,12,9,1499.0,38,97,24,23,2,5.0,2998.0,2848.1,1.0,0.0,0.0,0.0,0.0,1.9556351
19689,2025-02-07,7,2,1,2025,0,5,498,12,9,1499.0,38,97,24,23,2,5.0,2998.0,2848.1,2.0,0.0,0.0,0.0,0.0,2.1685176
19669,2025-10-28,28,10,4,2025,5,5,498,12,9,1499.0,38,97,24,23,1,5.0,1499.0,1424.05,2.0,1.0,0.0,1.6666666666666667,0.0,1.6368448
13406,2024-06-16,16,6,2,2024,3,5,498,12,9,1499.0,43,93,24,23,4,15.0,5996.0,5096.6,0.0,0.0,0.0,0.0,0.0,4.0493593
18920,2025-06-15,15,6,2,2025,3,5,498,12,9,1499.0,43,93,24,23,4,15.0,5996.0,5096.6,4.0,0.0,0.0,0.0,0.0,4.5449615
23406,2026-08-03,3,8,3,2026,1,5,498,12,9,1499.0,43,93,24,23,4,15.0,5996.0,5096.6,4.0,0.0,0.0,0.0,0.0,4.648245
13334,2024-05-12,12,5,2,2024,3,5,498,12,9,1499.0,51,49,12,22,4,0.0,5996.0,5996.0,0.0,0.0,0.0,0.0,0.0,3.7194848
18848,2025-06-12,12,6,2,2025,4,5,498,12,9,1499.0,51,49,12,22,4,0.0,5996.0,5996.0,4.0,0.0,0.0,0.0,0.0,4.0546384
23334,2026-11-06,6,11,4,2026,0,5,498,12,9,1499.0,51,49,12,22,4,0.0,5996.0,5996.0,4.0,0.0,0.0,0.0,0.0,5.167066
12959,2024-12-03,3,12,4,2024,5,5,498,12,9,1499.0,58,134,36,27,2,0.0,2998.0,2998.0,0.0,0.0,0.0,0.0,0.0,3.313422
18473,2025-12-03,3,12,4,2025,6,5,498,12,9,1499.0,58,134,36,27,2,0.0,2998.0,2998.0,2.0,0.0,0.0,0.0,0.0,1.854262
22959,2026-01-25,25,1,1,2026,3,5,498,12,9,1499.0,58,134,36,27,2,0.0,2998.0,2998.0,2.0,0.0,0.0,0.0,0.0,1.9964814
12104,2024-07-12,12,7,3,2024,0,5,498,12,9,1499.0,69,191,50,15,5,5.0,7495.0,7120.25,0.0,0.0,0.0,0.0,0.0,5.324644
17618,2025-07-12,12,7,3,2025,2,5,498,12,9,1499.0,69,191,50,15,5,5.0,7495.0,7120.25,5.0,0.0,0.0,0.0,0.0,5.1583858
17104,2026-12-06,6,12,4,2026,3,5,498,12,9,1499.0,69,191,50,15,5,5.0,7495.0,7120.25,5.0,0.0,0.0,0.0,0.0,4.927788
12401,2024-03-18,18,3,1,2024,1,5,498,12,9,1499.0,71,192,50,15,2,5.0,2998.0,2848.1,0.0,0.0,0.0,0.0,0.0,5.016291
17915,2025-03-15,15,3,1,2025,2,5,498,12,9,1499.0,71,192,50,15,2,5.0,2998.0,2848.1,2.0,0.0,0.0,0.0,0.0,2.2370026
17401,2026-01-28,28,1,1,2026,6,5,498,12,9,1499.0,71,192,50,15,2,5.0,2998.0,2848.1,2.0,0.0,0.0,0.0,0.0,2.032282
13044,2024-11-14,14,11,4,2024,4,5,498,12,9,1499.0,72,2,1,7,14,5.0,20986.0,19936.7,0.0,0.0,0.0,0.0,0.0,3.195755
18558,2025-11-15,15,11,4,2025,2,5,498,12,9,1499.0,72,2,1,7,14,5.0,20986.0,19936.7,14.0,0.0,0.0,0.0,0.0,14.187468
23044,2026-05-30,30,5,2,2026,2,5,498,12,9,1499.0,72,2,1,7,14,5.0,20986.0,19936.7,14.0,0.0,0.0,0.0,0.0,14.010158
13005,2024-01-08,8,1,1,2024,1,5,498,12,9,1499.0,81,113,29,21,4,0.0,5996.0,5996.0,0.0,0.0,0.0,0.0,0.0,2.5086327
18519,2025-07-30,30,7,3,2025,6,5,498,12,9,1499.0,81,113,29,21,4,0.0,5996.0,5996.0,4.0,0.0,0.0,0.0,0.0,3.867835
23005,2026-03-28,28,3,1,2026,2,5,498,12,9,1499.0,81,113,29,21,4,0.0,5996.0,5996.0,4.0,0.0,0.0,0.0,0.0,3.900216
16117,2024-03-16,16,3,1,2024,2,5,498,12,9,1499.0,82,114,29,21,3,15.0,4497.0,3822.45,0.0,0.0,0.0,0.0,0.0,2.7341228
21631,2025-03-14,14,3,1,2025,0,5,498,12,9,1499.0,82,114,29,21,3,15.0,4497.0,3822.45,3.0,0.0,0.0,0.0,0.0,3.0116844
12862,2024-11-23,23,11,4,2024,2,5,498,12,9,1499.0,91,214,59,7,1,0.0,1499.0,1499.0,0.0,0.0,0.0,0.0,0.0,2.838748
18376,2025-11-24,24,11,4,2025,1,5,498,12,9,1499.0,91,214,59,7,1,0.0,1499.0,1499.0,1.0,0.0,0.0,0.0,0.0,1.0003135
22862,2026-04-06,6,4,2,2026,1,5,498,12,9,1499.0,91,214,59,7,1,0.0,1499.0,1499.0,1.0,0.0,0.0,0.0,0.0,1.0613915
13826,2024-08-24,24,8,3,2024,2,5,498,12,9,1499.0,96,105,26,14,3,0.0,4497.0,4497.0,0.0,0.0,0.0,0.0,0.0,3.480674
19340,2025-08-23,23,8,3,2025,2,5,498,12,9,1499.0,96,105,26,14,3,0.0,4497.0,4497.0,3.0,0.0,0.0,0.0,0.0,2.9602606
23826,2026-09-04,4,9,3,2026,0,5,498,12,9,1499.0,96,105,26,14,3,0.0,4497.0,4497.0,3.0,0.0,0.0,0.0,0.0,3.9303954
16352,2024-10-13,13,10,4,2024,3,5,498,12,9,1499.0,101,170,44,15,25,15.0,37475.0,31853.75,0.0,0.0,0.0,0.0,0.0,12.072772
21866,2025-10-14,14,10,4,2025,5,5,498,12,9,1499.0,101,170,44,15,25,15.0,37475.0,31853.75,25.0,0.0,0.0,0.0,0.0,25.31926
12388,2024-09-12,12,9,3,2024,4,5,498,12,9,1499.0,131,225,65,7,2,0.0,2998.0,2998.0,0.0,0.0,0.0,0.0,0.0,2.9907885
17902,2025-10-12,12,10,4,2025,3,5,498,12,9,1499.0,131,225,65,7,2,0.0,2998.0,2998.0,2.0,0.0,0.0,0.0,0.0,1.9844922
17388,2026-06-14,14,6,2,2026,3,5,498,12,9,1499.0,131,225,65,7,2,0.0,2998.0,2998.0,2.0,0.0,0.0,0.0,0.0,2.0544753
14511,2024-02-07,7,2,1,2024,6,5,498,12,9,1499.0,136,173,45,15,2,10.0,2998.0,2698.2,0.0,0.0,0.0,0.0,0.0,3.4269364
20025,2025-01-07,7,1,1,2025,5,5,498,12,9,1499.0,136,173,45,15,2,10.0,2998.0,2698.2,2.0,0.0,0.0,0.0,0.0,2.2119684
14209,2024-07-08,8,7,3,2024,1,5,498,12,9,1499.0,156,196,51,4,5,0.0,7495.0,7495.0,0.0,0.0,0.0,0.0,0.0,5.5767226
19723,2025-05-08,8,5,2,2025,4,5,498,12,9,1499.0,156,196,51,4,5,0.0,7495.0,7495.0,5.0,0.0,0.0,0.0,0.0,4.977097
16654,2024-06-12,12,6,2,2024,6,5,498,12,9,1499.0,164,125,34,25,4,5.0,5996.0,5696.2,0.0,0.0,0.0,0.0,0.0,4.4591208
22168,2025-06-12,12,6,2,2025,4,5,498,12,9,1499.0,164,125,34,25,4,5.0,5996.0,5696.2,4.0,0.0,0.0,0.0,0.0,4.0954065
15938,2024-07-30,30,7,3,2024,5,5,498,12,9,1499.0,168,229,66,25,2,0.0,2998.0,2998.0,0.0,0.0,0.0,0.0,0.0,3.1581511
21452,2025-07-29,29,7,3,2025,5,5,498,12,9,1499.0,168,229,66,25,2,0.0,2998.0,2998.0,2.0,0.0,0.0,0.0,0.0,2.0597346
14010,2024-08-10,10,8,3,2024,2,5,498,12,9,1499.0,180,123,33,21,3,10.0,4497.0,4047.3,0.0,0.0,0.0,0.0,0.0,4.159154
19524,2025-05-10,10,5,2,2025,2,5,498,12,9,1499.0,180,123,33,21,3,10.0,4497.0,4047.3,3.0,0.0,0.0,0.0,0.0,2.971755
13035,2024-07-10,10,7,3,2024,6,6,363,10,13,8999.0,1,154,42,15,3,0.0,26997.0,26997.0,0.0,0.0,0.0,0.0,0.0,3.8331416
18549,2025-03-10,10,3,1,2025,1,6,363,10,13,8999.0,1,154,42,15,3,0.0,26997.0,26997.0,3.0,0.0,0.0,0.0,0.0,2.8737698
23035,2026-03-05,5,3,1,2026,4,6,363,10,13,8999.0,1,154,42,15,3,0.0,26997.0,26997.0,3.0,0.0,0.0,0.0,0.0,2.792791
13653,2024-10-13,13,10,4,2024,3,6,363,10,13,8999.0,6,158,42,15,5,0.0,44995.0,44995.0,0.0,0.0,0.0,0.0,0.0,4.6949315
19167,2025-10-14,14,10,4,2025,5,6,363,10,13,8999.0,6,158,42,15,5,0.0,44995.0,44995.0,5.0,0.0,0.0,0.0,0.0,4.908655
23653,2026-09-05,5,9,3,2026,2,6,363,10,13,8999.0,6,158,42,15,5,0.0,44995.0,44995.0,5.0,0.0,0.0,0.0,0.0,5.6269774
14305,2024-12-21,21,12,4,2024,2,6,363,10,13,8999.0,18,69,16,5,4,0.0,35996.0,35996.0,0.0,0.0,0.0,0.0,0.0,3.9612563
19819,2025-12-21,21,12,4,2025,3,6,363,10,13,8999.0,18,69,16,5,4,0.0,35996.0,35996.0,4.0,0.0,0.0,0.0,0.0,3.941046
12997,2024-11-18,18,11,4,2024,1,6,363,10,13,8999.0,70,186,50,15,4,5.0,35996.0,34196.2,0.0,0.0,0.0,0.0,0.0,4.214947
18511,2025-11-19,19,11,4,2025,6,6,363,10,13,8999.0,70,186,50,15,4,5.0,35996.0,34196.2,4.0,0.0,0.0,0.0,0.0,3.9556887
22997,2026-01-06,6,1,1,2026,5,6,363,10,13,8999.0,70,186,50,15,4,5.0,35996.0,34196.2,4.0,0.0,0.0,0.0,0.0,4.0786653
12890,2024-07-18,18,7,3,2024,4,6,363,10,13,8999.0,72,2,1,7,3,15.0,26997.0,22947.45,0.0,0.0,0.0,0.0,0.0,3.3550763
18404,2025-07-16,16,7,3,2025,6,6,363,10,13,8999.0,72,2,1,7,3,15.0,26997.0,22947.45,3.0,0.0,0.0,0.0,0.0,2.8399327
22890,2026-03-21,21,3,1,2026,2,6,363,10,13,8999.0,72,2,1,7,3,15.0,26997.0,22947.45,3.0,0.0,0.0,0.0,0.0,2.9756622
13064,2024-05-09,9,5,2,2024,4,6,363,10,13,8999.0,106,57,13,22,4,5.0,35996.0,34196.2,0.0,0.0,0.0,0.0,0.0,3.1463642
18578,2025-08-30,30,8,3,2025,2,6,363,10,13,8999.0,106,57,13,22,4,5.0,35996.0,34196.2,4.0,0.0,0.0,0.0,0.0,3.9070022
23064,2026-04-13,13,4,2,2026,1,6,363,10,13,8999.0,106,57,13,22,4,5.0,35996.0,34196.2,4.0,0.0,0.0,0.0,0.0,3.822427
13631,2024-03-02,2,3,1,2024,2,6,363,10,13,8999.0,182,222,64,21,3,15.0,26997.0,22947.45,0.0,0.0,0.0,0.0,0.0,1.4580015
19145,2025-02-02,2,2,1,2025,3,6,363,10,13,8999.0,182,222,64,21,3,15.0,26997.0,22947.45,3.0,0.0,0.0,0.0,0.0,3.0935752
23631,2026-12-01,1,12,4,2026,5,6,363,10,13,8999.0,182,222,64,21,3,15.0,26997.0,22947.45,3.0,0.0,0.0,0.0,0.0,2.896033
14758,2024-01-24,24,1,1,2024,6,6,363,10,13,8999.0,191,181,48,6,4,15.0,35996.0,30596.6,0.0,0.0,0.0,0.0,0.0,3.3510141
20272,2025-01-24,24,1,1,2025,0,6,363,10,13,8999.0,191,181,48,6,4,15.0,35996.0,30596.6,4.0,0.0,0.0,0.0,0.0,3.9456894
13805,2024-11-08,8,11,4,2024,0,7,131,0,8,1599.0,3,161,42,15,3,0.0,4797.0,4797.0,0.0,0.0,0.0,0.0,0.0,3.8518822
19319,2025-08-08,8,8,3,2025,0,7,131,0,8,1599.0,3,161,42,15,3,0.0,4797.0,4797.0,3.0,0.0,0.0,0.0,0.0,3.1592793
23805,2026-01-04,4,1,1,2026,3,7,131,0,8,1599.0,3,161,42,15,3,0.0,4797.0,4797.0,3.0,0.0,0.0,0.0,0.0,3.035329
13111,2024-01-21,21,1,1,2024,3,7,131,0,8,1599.0,14,70,16,5,3,0.0,4797.0,4797.0,0.0,0.0,0.0,0.0,0.0,4.3689356
18625,2025-01-20,20,1,1,2025,1,7,131,0,8,1599.0,14,70,16,5,3,0.0,4797.0,4797.0,3.0,0.0,0.0,0.0,0.0,3.3736768
23111,2026-06-01,1,6,2,2026,1,7,131,0,8,1599.0,14,70,16,5,3,0.0,4797.0,4797.0,3.0,0.0,0.0,0.0,0.0,3.2528005
15503,2024-09-09,9,9,3,2024,1,7,131,0,8,1599.0,15,72,16,5,2,10.0,3198.0,2878.2,0.0,0.0,0.0,0.0,0.0,4.3875494
