transaction_id,product_id,product_name,category,sale_date,unit_price,discount,quantity,gross_amount,net_amount
T000041,PRD058,Stationery Art Supplies Plus 058,Stationery,2025-07-04,667.0,10,18,12006.0,10805.4
T000042,PRD403,Stationery Art Supplies Nova 403,Stationery,2025-08-19,862.0,5,18,15516.0,14740.2
T000043,PRD189,Footwear Formal Shoes Core 189,Footwear,2025-11-27,4016.0,0,21,84336.0,84336.0
T000044,PRD221,Health Supplements Alpha 221,Health,2025-07-04,3376.0,5,24,81024.0,76972.8
T000045,PRD040,Furniture Dining Flex 040,Furniture,2025-12-24,10439.0,5,10,104390.0,99170.5
T000046,PRD017,Grocery Snacks Edge 017,Grocery,2025-07-01,440.0,0,28,12320.0,12320.0
T000047,PRD018,Apparel Formal Wear Plus 018,Apparel,2025-01-18,1137.0,0,24,27288.0,27288.0
T000048,PRD471,Beauty Skin Care Alpha 471,Beauty,2025-12-06,2200.0,10,47,103400.0,93060.0
T000049,PRD123,Apparel Formal Wear Nova 123,Apparel,2025-07-22,942.0,5,20,18840.0,17898.0
T000050,PRD355,Furniture Dining Lite 355,Furniture,2025-01-07,31904.0,5,5,159520.0,151544.0
T000051,PRD109,Home Appliances Laundry Core 109,Home Appliances,2025-09-02,22536.0,0,6,135216.0,135216.0
T000052,PRD337,Books Education Edge 337,Books,2025-02-03,478.0,0,16,7648.0,7648.0
T000053,PRD473,Toys Board Games Nova 473,Toys,2025-10-14,3416.0,0,18,61488.0,61488.0
T000054,PRD193,Stationery Art Supplies Nova 193,Stationery,2025-07-24,952.0,0,16,15232.0,15232.0
T000055,PRD255,Garden Irrigation Lite 255,Garden,2025-07-15,3414.0,10,19,64866.0,58379.4
T000056,PRD316,Electronics Mobiles Pro 316,Electronics,2025-08-15,44291.0,40,11,487201.0,292320.6
T000057,PRD364,Home Appliances Laundry Max 364,Home Appliances,2025-10-08,1751.0,0,10,17510.0,17510.0
T000058,PRD101,Health Supplements Alpha 101,Health,2025-05-10,3936.0,5,25,98400.0,93480.0
T000059,PRD303,Apparel Formal Wear Nova 303,Apparel,2025-12-13,3822.0,20,34,129948.0,103958.4
T000060,PRD072,Automotive Bike Care Prime 072,Automotive,2025-06-30,3633.0,10,13,47229.0,42506.1
T000061,PRD209,Pet Care Pet Health Core 209,Pet Care,2025-02-19,1120.0,0,16,17920.0,17920.0
T000062,PRD002,NoiseFit Pulse Watch,Electronics,2025-06-15,2499.0,0,8,19992.0,19992.0
T000063,PRD247,Books Education Edge 247,Books,2025-02-10,748.0,0,17,12716.0,12716.0
T000064,PRD417,Automotive Bike Care Edge 417,Automotive,2025-08-20,4848.0,0,7,33936.0,33936.0
T000065,PRD406,Electronics Mobiles Pro 406,Electronics,2025-12-25,1621.0,25,23,37283.0,27962.25
T000066,PRD107,Grocery Snacks Edge 107,Grocery,2025-05-08,710.0,0,23,16330.0,16330.0
T000067,PRD391,Electronics Mobiles Alpha 391,Electronics,2025-01-21,54566.0,40,7,381962.0,229177.2
T000068,PRD153,Apparel Formal Wear Nova 153,Apparel,2025-07-11,2172.0,0,14,30408.0,30408.0
T000069,PRD408,Apparel Formal Wear Plus 408,Apparel,2025-04-08,3627.0,5,11,39897.0,37902.15
T000070,PRD351,Beauty Skin Care Alpha 351,Beauty,2025-11-10,980.0,15,46,45080.0,38318.0
T000071,PRD168,Apparel Formal Wear Plus 168,Apparel,2025-08-20,2787.0,0,22,61314.0,61314.0
T000072,PRD340,Furniture Dining Flex 340,Furniture,2025-02-01,28739.0,10,10,287390.0,258651.0
T000073,PRD421,Electronics Mobiles Alpha 421,Electronics,2025-11-27,3676.0,15,20,73520.0,62492.0
T000074,PRD332,Grocery Snacks Prime 332,Grocery,2025-04-08,485.0,15,29,14065.0,11955.25
T000075,PRD282,Automotive Bike Care Prime 282,Automotive,2025-07-26,6003.0,35,9,54027.0,35117.55
T000076,PRD097,Books Education Edge 097,Books,2025-01-17,1798.0,5,19,34162.0,32453.9
T000077,PRD350,Sports Cycling Flex 350,Sports,2025-03-22,6749.0,10,31,209219.0,188297.1
T000078,PRD127,Books Education Edge 127,Books,2025-10-16,508.0,15,26,13208.0,11226.8
T000079,PRD213,Apparel Formal Wear Nova 213,Apparel,2025-06-03,4632.0,5,24,111168.0,105609.6
T000080,PRD223,Stationery Art Supplies Nova 223,Stationery,2025-01-05,82.0,15,15,1230.0,1045.5
T000081,PRD344,Pet Care Pet Health Max 344,Pet Care,2025-12-20,685.0,25,31,21235.0,15926.25
T000082,PRD180,Garden Irrigation Flex 180,Garden,2025-02-24,2439.0,0,7,17073.0,17073.0
T000083,PRD081,Beauty Skin Care Alpha 081,Beauty,2025-05-29,110.0,0,10,1100.0,1100.0
T000084,PRD361,Electronics Mobiles Alpha 361,Electronics,2025-09-09,50456.0,0,6,302736.0,302736.0
T000085,PRD415,Furniture Dining Lite 415,Furniture,2025-02-22,44564.0,10,9,401076.0,360968.4
T000086,PRD365,Sports Cycling Lite 365,Sports,2025-08-17,7754.0,0,11,85294.0,85294.0
T000087,PRD498,Apparel Formal Wear Plus 498,Apparel,2025-07-01,2817.0,10,30,84510.0,76059.0
T000088,PRD177,Automotive Bike Care Edge 177,Automotive,2025-06-26,1068.0,20,18,19224.0,15379.2
T000089,PRD026,Health Supplements Pro 026,Health,2025-09-18,1161.0,10,23,26703.0,24032.7
T000090,PRD044,Pet Care Pet Health Max 044,Pet Care,2025-04-10,985.0,25,19,18715.0,14036.25
T000091,PRD211,Electronics Mobiles Alpha 211,Electronics,2025-08-23,29906.0,0,12,358872.0,358872.0
T000092,PRD140,Sports Cycling Flex 140,Sports,2025-02-12,1179.0,0,16,18864.0,18864.0
T000093,PRD378,Apparel Formal Wear Plus 378,Apparel,2025-04-24,2397.0,35,36,86292.0,56089.8
T000094,PRD061,Electronics Mobiles Alpha 061,Electronics,2025-04-05,9356.0,20,15,140340.0,112272.0
T000095,PRD268,Stationery Art Supplies Plus 268,Stationery,2025-07-06,577.0,0,8,4616.0,4616.0
T000096,PRD313,Stationery Art Supplies Nova 313,Stationery,2025-07-26,1072.0,5,18,19296.0,18331.2
T000097,PRD406,Electronics Mobiles Pro 406,Electronics,2025-02-11,1621.0,5,12,19452.0,18479.4
T000098,PRD317,Grocery Snacks Edge 317,Grocery,2025-12-13,140.0,5,43,6020.0,5719.0
T000099,PRD013,Stationery Art Supplies Nova 013,Stationery,2025-11-03,172.0,0,23,3956.0,3956.0
T000100,PRD389,Pet Care Pet Health Core 389,Pet Care,2025-10-23,1540.0,5,22,33880.0,32186.0
T000101,PRD060,Garden Irrigation Flex 060,Garden,2025-09-04,879.0,0,7,6153.0,6153.0
T000102,PRD451,Electronics Mobiles Alpha 451,Electronics,2025-09-10,7786.0,0,10,77860.0,77860.0
T000103,PRD241,Electronics Mobiles Alpha 241,Electronics,2025-11-27,34016.0,0,8,272128.0,272128.0
T000104,PRD404,Pet Care Pet Health Max 404,Pet Care,2025-03-08,1825.0,35,25,45625.0,29656.25
T000105,PRD298,Stationery Art Supplies Plus 298,Stationery,2025-03-18,907.0,15,25,22675.0,19273.75
T000106,PRD008,Dark Chocolate Pack,Grocery,2025-07-10,699.0,0,25,17475.0,17475.0
T000107,PRD212,Grocery Snacks Prime 212,Grocery,2025-02-22,1325.0,0,31,41075.0,41075.0
T000108,PRD045,Garden Irrigation Lite 045,Garden,2025-04-22,684.0,0,6,4104.0,4104.0
T000109,PRD132,Automotive Bike Care Prime 132,Automotive,2025-11-10,6453.0,0,12,77436.0,77436.0
T000110,PRD048,Apparel Formal Wear Plus 048,Apparel,2025-04-08,2367.0,5,18,42606.0,40475.7
T000111,PRD287,Grocery Snacks Edge 287,Grocery,2025-09-29,1250.0,15,40,50000.0,42500.0
T000112,PRD393,Apparel Formal Wear Nova 393,Apparel,2025-04-18,3012.0,0,9,27108.0,27108.0
T000113,PRD466,Electronics Mobiles Pro 466,Electronics,2025-02-15,9841.0,0,2,19682.0,19682.0
T000114,PRD366,Beauty Skin Care Pro 366,Beauty,2025-01-10,1445.0,0,11,15895.0,15895.0
T000115,PRD177,Automotive Bike Care Edge 177,Automotive,2025-08-10,1068.0,5,17,18156.0,17248.2
T000116,PRD401,Health Supplements Alpha 401,Health,2025-10-19,5036.0,0,29,146044.0,146044.0
T000117,PRD371,Health Supplements Alpha 371,Health,2025-01-14,3926.0,20,31,121706.0,97364.8
T000118,PRD025,Furniture Dining Lite 025,Furniture,2025-08-06,7274.0,20,15,109110.0,87288.0
T000119,PRD386,Health Supplements Pro 386,Health,2025-09-06,4481.0,10,21,94101.0,84690.9
T000120,PRD257,Grocery Snacks Edge 257,Grocery,2025-11-14,560.0,0,27,15120.0,15120.0
T000121,PRD124,Home Appliances Laundry Max 124,Home Appliances,2025-11-05,25431.0,30,12,305172.0,213620.4
T000122,PRD467,Grocery Snacks Edge 467,Grocery,2025-12-02,1790.0,5,27,48330.0,45913.5
T000123,PRD139,Home Appliances Laundry Core 139,Home Appliances,2025-04-26,28326.0,0,11,311586.0,311586.0
T000124,PRD427,Books Education Edge 427,Books,2025-06-08,208.0,0,17,3536.0,3536.0
T000125,PRD424,Home Appliances Laundry Max 424,Home Appliances,2025-01-16,13331.0,0,10,133310.0,133310.0
T000126,PRD460,Furniture Dining Flex 460,Furniture,2025-05-16,9059.0,30,12,108708.0,76095.6
T000127,PRD132,Automotive Bike Care Prime 132,Automotive,2025-04-04,6453.0,10,16,103248.0,92923.2
T000128,PRD403,Stationery Art Supplies Nova 403,Stationery,2025-08-08,862.0,10,25,21550.0,19395.0
T000129,PRD134,Pet Care Pet Health Max 134,Pet Care,2025-03-04,2695.0,25,27,72765.0,54573.75
T000130,PRD094,Home Appliances Laundry Max 094,Home Appliances,2025-02-14,19641.0,10,22,432102.0,388891.8
T000131,PRD309,Footwear Formal Shoes Core 309,Footwear,2025-03-08,3876.0,5,15,58140.0,55233.0
T000132,PRD109,Home Appliances Laundry Core 109,Home Appliances,2025-01-24,22536.0,0,4,90144.0,90144.0
T000133,PRD302,Grocery Snacks Prime 302,Grocery,2025-07-23,1595.0,0,22,35090.0,35090.0
T000134,PRD211,Electronics Mobiles Alpha 211,Electronics,2025-10-11,29906.0,10,19,568214.0,511392.6
T000135,PRD453,Apparel Formal Wear Nova 453,Apparel,2025-11-13,972.0,5,20,19440.0,18468.0
T000136,PRD009,UltraBook Air Laptop,Electronics,2025-03-31,54999.0,0,9,494991.0,494991.0
T000137,PRD334,Home Appliances Laundry Max 334,Home Appliances,2025-07-07,30961.0,15,15,464415.0,394752.75
T000138,PRD117,Automotive Bike Care Edge 117,Automotive,2025-03-27,5748.0,15,18,103464.0,87944.4
T000139,PRD457,Books Education Edge 457,Books,2025-03-06,718.0,0,13,9334.0,9334.0
T000140,PRD154,Home Appliances Laundry Max 154,Home Appliances,2025-06-22,31221.0,0,10,312210.0,312210.0
T000141,PRD242,Grocery Snacks Prime 242,Grocery,2025-03-14,215.0,25,55,11825.0,8868.75
T000142,PRD442,Books Education Prime 442,Books,2025-12-15,463.0,10,15,6945.0,6250.5
T000143,PRD324,Footwear Formal Shoes Max 324,Footwear,2025-06-26,4671.0,5,10,46710.0,44374.5
T000144,PRD014,Pet Care Pet Health Max 014,Pet Care,2025-08-02,415.0,20,24,9960.0,7968.0
T000145,PRD211,Electronics Mobiles Alpha 211,Electronics,2025-11-11,29906.0,0,11,328966.0,328966.0
T000146,PRD346,Electronics Mobiles Pro 346,Electronics,2025-02-10,48401.0,5,7,338807.0,321866.65
T000147,PRD393,Apparel Formal Wear Nova 393,Apparel,2025-11-10,3012.0,20,24,72288.0,57830.4
T000148,PRD357,Automotive Bike Care Edge 357,Automotive,2025-01-30,2028.0,0,10,20280.0,20280.0
T000149,PRD090,Garden Irrigation Flex 090,Garden,2025-06-15,1269.0,0,5,6345.0,6345.0
T000150,PRD219,Footwear Formal Shoes Core 219,Footwear,2025-03-14,5606.0,15,17,95302.0,81006.7
T000151,PRD119,Pet Care Pet Health Core 119,Pet Care,2025-07-02,2410.0,10,10,24100.0,21690.0
T000152,PRD346,Electronics Mobiles Pro 346,Electronics,2025-08-27,48401.0,25,9,435609.0,326706.75
T000153,PRD114,Footwear Formal Shoes Max 114,Footwear,2025-11-20,6541.0,5,32,209312.0,198846.4
T000154,PRD086,Health Supplements Pro 086,Health,2025-06-08,3381.0,0,24,81144.0,81144.0
T000155,PRD354,Footwear Formal Shoes Max 354,Footwear,2025-12-20,6261.0,15,23,144003.0,122402.55
T000156,PRD489,Footwear Formal Shoes Core 489,Footwear,2025-12-13,6916.0,0,21,145236.0,145236.0
T000157,PRD323,Toys Board Games Nova 323,Toys,2025-04-17,2566.0,5,24,61584.0,58504.8
T000158,PRD445,Furniture Dining Lite 445,Furniture,2025-03-26,5894.0,5,9,53046.0,50393.7
T000159,PRD233,Toys Board Games Nova 233,Toys,2025-03-20,3456.0,5,29,100224.0,95212.8
T000160,PRD038,Toys Board Games Plus 038,Toys,2025-07-06,1301.0,10,26,33826.0,30443.4
T000161,PRD292,Books Education Prime 292,Books,2025-06-30,1513.0,0,15,22695.0,22695.0
T000162,PRD191,Health Supplements Alpha 191,Health,2025-06-18,2266.0,0,12,27192.0,27192.0
T000163,PRD173,Toys Board Games Nova 173,Toys,2025-02-10,1716.0,0,20,34320.0,34320.0
T000164,PRD095,Sports Cycling Lite 095,Sports,2025-03-12,6664.0,0,12,79968.0,79968.0
T000165,PRD437,Grocery Snacks Edge 437,Grocery,2025-09-24,1100.0,20,40,44000.0,35200.0
T000166,PRD171,Beauty Skin Care Alpha 171,Beauty,2025-03-11,400.0,0,18,7200.0,7200.0
T000167,PRD008,Dark Chocolate Pack,Grocery,2025-05-26,699.0,10,50,34950.0,31455.0
T000168,PRD469,Home Appliances Laundry Core 469,Home Appliances,2025-11-12,22016.0,25,12,264192.0,198144.0
T000169,PRD196,Electronics Mobiles Pro 196,Electronics,2025-10-23,27851.0,0,13,362063.0,362063.0
T000170,PRD406,Electronics Mobiles Pro 406,Electronics,2025-04-20,1621.0,5,13,21073.0,20019.35
T000171,PRD167,Grocery Snacks Edge 167,Grocery,2025-05-23,290.0,10,46,13340.0,12006.0
T000172,PRD112,Books Education Prime 112,Books,2025-04-16,253.0,0,11,2783.0,2783.0
T000173,PRD090,Garden Irrigation Flex 090,Garden,2025-07-27,1269.0,0,5,6345.0,6345.0
T000174,PRD305,Sports Cycling Lite 305,Sports,2025-02-22,3734.0,0,18,67212.0,67212.0
T000175,PRD085,Furniture Dining Lite 085,Furniture,2025-11-17,19934.0,20,14,279076.0,223260.8
T000176,PRD174,Footwear Formal Shoes Max 174,Footwear,2025-09-22,3221.0,5,18,57978.0,55079.1
T000177,PRD275,Sports Cycling Lite 275,Sports,2025-05-14,1724.0,0,14,24136.0,24136.0
T000178,PRD108,Apparel Formal Wear Plus 108,Apparel,2025-08-01,4827.0,25,40,193080.0,144810.0
T000179,PRD193,Stationery Art Supplies Nova 193,Stationery,2025-01-28,952.0,20,38,36176.0,28940.8
T000180,PRD266,Health Supplements Pro 266,Health,2025-09-16,5041.0,0,14,70574.0,70574.0
T000181,PRD150,Garden Irrigation Flex 150,Garden,2025-10-26,2049.0,10,22,45078.0,40570.2
T000182,PRD062,Grocery Snacks Prime 062,Grocery,2025-10-11,1475.0,5,27,39825.0,37833.75
T000183,PRD079,Home Appliances Laundry Core 079,Home Appliances,2025-11-11,16746.0,30,39,653094.0,457165.8
T000184,PRD195,Garden Irrigation Lite 195,Garden,2025-05-11,2634.0,15,17,44778.0,38061.3
T000185,PRD212,Grocery Snacks Prime 212,Grocery,2025-03-17,1325.0,15,46,60950.0,51807.5
T000186,PRD182,Grocery Snacks Prime 182,Grocery,2025-08-18,635.0,0,13,8255.0,8255.0
T000187,PRD426,Beauty Skin Care Pro 426,Beauty,2025-02-16,805.0,15,23,18515.0,15737.75
T000188,PRD394,Home Appliances Laundry Max 394,Home Appliances,2025-09-19,7541.0,10,20,150820.0,135738.0
T000189,PRD444,Footwear Formal Shoes Max 444,Footwear,2025-03-24,4531.0,10,26,117806.0,106025.4
T000190,PRD361,Electronics Mobiles Alpha 361,Electronics,2025-03-19,50456.0,15,8,403648.0,343100.8
T000191,PRD269,Pet Care Pet Health Core 269,Pet Care,2025-04-05,2260.0,0,9,20340.0,20340.0
T000192,PRD495,Garden Irrigation Lite 495,Garden,2025-10-07,1534.0,10,21,32214.0,28992.6
T000193,PRD197,Grocery Snacks Edge 197,Grocery,2025-02-01,980.0,0,21,20580.0,20580.0
T000194,PRD377,Grocery Snacks Edge 377,Grocery,2025-06-01,1520.0,0,18,27360.0,27360.0
T000195,PRD100,Furniture Dining Flex 100,Furniture,2025-07-30,23099.0,10,12,277188.0,249469.2
T000196,PRD228,Apparel Formal Wear Plus 228,Apparel,2025-08-22,747.0,15,26,19422.0,16508.7
T000197,PRD218,Toys Board Games Plus 218,Toys,2025-07-09,3021.0,0,16,48336.0,48336.0
T000198,PRD177,Automotive Bike Care Edge 177,Automotive,2025-12-26,1068.0,15,20,21360.0,18156.0
T000199,PRD117,Automotive Bike Care Edge 117,Automotive,2025-09-29,5748.0,10,18,103464.0,93117.6
T000200,PRD441,Beauty Skin Care Alpha 441,Beauty,2025-01-19,1270.0,5,32,40640.0,38608.0
T000201,PRD013,Stationery Art Supplies Nova 013,Stationery,2025-07-29,172.0,5,20,3440.0,3268.0
T000202,PRD396,Beauty Skin Care Pro 396,Beauty,2025-01-26,2375.0,15,44,104500.0,88825.0
T000203,PRD197,Grocery Snacks Edge 197,Grocery,2025-06-10,980.0,15,28,27440.0,23324.0
T000204,PRD164,Pet Care Pet Health Max 164,Pet Care,2025-03-27,265.0,5,7,1855.0,1762.25
T000205,PRD470,Sports Cycling Flex 470,Sports,2025-12-03,6289.0,15,30,188670.0,160369.5
T000206,PRD294,Footwear Formal Shoes Max 294,Footwear,2025-07-01,3081.0,0,12,36972.0,36972.0
T000207,PRD051,Beauty Skin Care Alpha 051,Beauty,2025-11-20,1680.0,0,24,40320.0,40320.0
T000208,PRD198,Apparel Formal Wear Plus 198,Apparel,2025-07-06,4017.0,20,37,148629.0,118903.2
T000209,PRD065,Sports Cycling Lite 065,Sports,2025-06-28,4654.0,20,30,139620.0,111696.0
T000210,PRD174,Footwear Formal Shoes Max 174,Footwear,2025-06-10,3221.0,15,20,64420.0,54757.0
T000211,PRD212,Grocery Snacks Prime 212,Grocery,2025-06-03,1325.0,25,49,64925.0,48693.75
T000212,PRD140,Sports Cycling Flex 140,Sports,2025-11-29,1179.0,0,22,25938.0,25938.0
T000213,PRD479,Pet Care Pet Health Core 479,Pet Care,2025-02-12,250.0,15,14,3500.0,2975.0
T000214,PRD432,Automotive Bike Care Prime 432,Automotive,2025-06-25,5553.0,5,12,66636.0,63304.2
T000215,PRD302,Grocery Snacks Prime 302,Grocery,2025-04-26,1595.0,10,40,63800.0,57420.0
T000216,PRD487,Books Education Edge 487,Books,2025-05-11,1228.0,0,6,7368.0,7368.0
T000217,PRD367,Books Education Edge 367,Books,2025-01-05,988.0,0,16,15808.0,15808.0
T000218,PRD208,Stationery Art Supplies Plus 208,Stationery,2025-12-03,1117.0,0,14,15638.0,15638.0
T000219,PRD168,Apparel Formal Wear Plus 168,Apparel,2025-01-19,2787.0,5,34,94758.0,90020.1
T000220,PRD284,Pet Care Pet Health Max 284,Pet Care,2025-03-18,2545.0,0,8,20360.0,20360.0
T000221,PRD021,Beauty Skin Care Alpha 021,Beauty,2025-08-29,750.0,10,24,18000.0,16200.0
T000222,PRD432,Automotive Bike Care Prime 432,Automotive,2025-05-02,5553.0,10,20,111060.0,99954.0
T000223,PRD184,Home Appliances Laundry Max 184,Home Appliances,2025-01-04,2011.0,0,13,26143.0,26143.0
T000224,PRD475,Furniture Dining Lite 475,Furniture,2025-10-30,12224.0,5,8,97792.0,92902.4
T000225,PRD406,Electronics Mobiles Pro 406,Electronics,2025-01-24,1621.0,30,17,27557.0,19289.9
T000226,PRD012,Automotive Bike Care Prime 012,Automotive,2025-04-14,813.0,10,3,2439.0,2195.1
T000227,PRD216,Beauty Skin Care Pro 216,Beauty,2025-09-11,1795.0,20,24,43080.0,34464.0
T000228,PRD496,Electronics Mobiles Pro 496,Electronics,2025-06-21,13951.0,0,8,111608.0,111608.0
T000229,PRD262,Books Education Prime 262,Books,2025-07-26,1003.0,0,21,21063.0,21063.0
T000230,PRD421,Electronics Mobiles Alpha 421,Electronics,2025-04-14,3676.0,0,8,29408.0,29408.0
T000231,PRD299,Pet Care Pet Health Core 299,Pet Care,2025-11-13,2830.0,5,28,79240.0,75278.0
T000232,PRD290,Sports Cycling Flex 290,Sports,2025-11-24,2729.0,5,17,46393.0,44073.35
T000233,PRD308,Toys Board Games Plus 308,Toys,2025-04-30,2131.0,0,14,29834.0,29834.0
T000234,PRD203,Toys Board Games Nova 203,Toys,2025-09-19,2586.0,10,28,72408.0,65167.2
T000235,PRD104,Pet Care Pet Health Max 104,Pet Care,2025-09-29,2125.0,25,11,23375.0,17531.25
T000236,PRD374,Pet Care Pet Health Max 374,Pet Care,2025-09-21,1255.0,10,17,21335.0,19201.5
T000237,PRD237,Automotive Bike Care Edge 237,Automotive,2025-06-29,3888.0,5,16,62208.0,59097.6
T000238,PRD423,Apparel Formal Wear Nova 423,Apparel,2025-05-17,4242.0,20,52,220584.0,176467.2
T000239,PRD491,Health Supplements Alpha 491,Health,2025-12-16,3366.0,20,16,53856.0,43084.8
T000240,PRD217,Books Education Edge 217,Books,2025-10-19,238.0,5,34,8092.0,7687.4
T000241,PRD139,Home Appliances Laundry Core 139,Home Appliances,2025-11-07,28326.0,0,11,311586.0,311586.0
T000242,PRD412,Books Education Prime 412,Books,2025-06-13,1753.0,0,16,28048.0,28048.0
T000243,PRD143,Toys Board Games Nova 143,Toys,2025-04-01,846.0,0,19,16074.0,16074.0
T000244,PRD491,Health Supplements Alpha 491,Health,2025-05-22,3366.0,5,10,33660.0,31977.0
T000245,PRD061,Electronics Mobiles Alpha 061,Electronics,2025-03-11,9356.0,5,11,102916.0,97770.2
T000246,PRD043,Stationery Art Supplies Nova 043,Stationery,2025-05-22,502.0,10,22,11044.0,9939.6
T000247,PRD001,Smart LED Bulb,Electronics,2025-06-11,1299.0,10,8,10392.0,9352.8
T000248,PRD007,Cotton Kurta,Apparel,2025-07-13,1599.0,15,39,62361.0,53006.85
T000249,PRD376,Electronics Mobiles Pro 376,Electronics,2025-05-17,52511.0,15,25,1312775.0,1115858.75
T000250,PRD127,Books Education Edge 127,Books,2025-04-05,508.0,0,19,9652.0,9652.0
T000251,PRD416,Health Supplements Pro 416,Health,2025-08-10,591.0,5,16,9456.0,8983.2
T000252,PRD248,Toys Board Games Plus 248,Toys,2025-06-26,391.0,15,23,8993.0,7644.05
T000253,PRD301,Electronics Mobiles Alpha 301,Electronics,2025-02-25,42236.0,5,7,295652.0,280869.4
T000254,PRD384,Footwear Formal Shoes Max 384,Footwear,2025-10-20,1351.0,0,18,24318.0,24318.0
T000255,PRD432,Automotive Bike Care Prime 432,Automotive,2025-11-06,5553.0,5,17,94401.0,89680.95
T000256,PRD086,Health Supplements Pro 086,Health,2025-04-04,3381.0,5,25,84525.0,80298.75
T000257,PRD004,Organic Basmati Rice,Grocery,2025-03-24,799.0,20,46,36754.0,29403.2
T000258,PRD089,Pet Care Pet Health Core 089,Pet Care,2025-03-30,1840.0,0,19,34960.0,34960.0
T000259,PRD345,Garden Irrigation Lite 345,Garden,2025-01-29,4584.0,5,9,41256.0,39193.2
