transaction_id,full_date,day,month,quarter,year,weekday,product_key,product_name,category,subcategory,unit_price,store_key,store_name,city,state,quantity,discount,gross_amount,net_amount
12052,2024-09-15,15,9,3,2024,Sunday,402,Automotive Bike Care Prime 402,Automotive,Bike Care,4143.0,6,Mumbai MG Road Mart,Mumbai,Maharashtra,1,10.0,4143.0,3728.7
12053,2024-12-02,2,12,4,2024,Monday,386,Health Supplements Pro 386,Health,Supplements,4481.0,163,Kanpur Central Mart,Kanpur,Uttar Pradesh,4,0.0,17924.0,17924.0
12054,2024-12-22,22,12,4,2024,Sunday,246,Beauty Skin Care Pro 246,Beauty,Skin Care,225.0,106,Coimbatore North Mart,Coimbatore,Tamil Nadu,38,0.0,8550.0,8550.0
12055,2024-04-12,12,4,2,2024,Friday,163,Stationery Art Supplies Nova 163,Stationery,Art Supplies,622.0,85,Lucknow Central Mart,Lucknow,Uttar Pradesh,1,10.0,622.0,559.8
12056,2024-05-07,7,5,2,2024,Tuesday,94,Home Appliances Laundry Max 094,Home Appliances,Laundry,19641.0,98,Indore East Mart,Indore,Madhya Pradesh,4,0.0,78564.0,78564.0
12057,2024-10-08,8,10,4,2024,Tuesday,209,Pet Care Pet Health Core 209,Pet Care,Pet Health,1120.0,12,Mumbai Garden Mart,Mumbai,Maharashtra,19,5.0,21280.0,20216.0
12058,2024-06-20,20,6,2,2024,Thursday,293,Toys Board Games Nova 293,Toys,Board Games,1696.0,161,Madurai North Mart,Madurai,Tamil Nadu,35,0.0,59360.0,59360.0
12059,2024-06-10,10,6,2,2024,Monday,210,Garden Irrigation Flex 210,Garden,Irrigation,2829.0,6,Mumbai MG Road Mart,Mumbai,Maharashtra,1,0.0,2829.0,2829.0
12060,2024-07-04,4,7,3,2024,Thursday,15,Garden Irrigation Lite 015,Garden,Irrigation,294.0,35,Bengaluru Ring Road Mart,Bengaluru,Karnataka,5,5.0,1470.0,1396.5
12061,2024-07-16,16,7,3,2024,Tuesday,185,Sports Cycling Lite 185,Sports,Cycling,4194.0,23,Delhi Ring Road Mart,Delhi,Delhi,3,0.0,12582.0,12582.0
12062,2024-08-16,16,8,3,2024,Friday,40,Furniture Dining Flex 040,Furniture,Dining,10439.0,142,Bhopal Central Mart,Bhopal,Madhya Pradesh,2,5.0,20878.0,19834.1
12063,2024-01-21,21,1,1,2024,Sunday,94,Home Appliances Laundry Max 094,Home Appliances,Laundry,19641.0,142,Bhopal Central Mart,Bhopal,Madhya Pradesh,32,15.0,628512.0,534235.2
12064,2024-05-05,5,5,2,2024,Sunday,298,Stationery Art Supplies Plus 298,Stationery,Art Supplies,907.0,108,Coimbatore East Mart,Coimbatore,Tamil Nadu,4,0.0,3628.0,3628.0
12065,2024-08-16,16,8,3,2024,Friday,46,Electronics Mobiles Pro 046,Electronics,Mobiles,7301.0,144,Bhopal South Mart,Bhopal,Madhya Pradesh,3,5.0,21903.0,20807.85
12066,2024-11-30,30,11,4,2024,Saturday,350,Sports Cycling Flex 350,Sports,Cycling,6749.0,140,Mysuru North Mart,Mysuru,Karnataka,3,5.0,20247.0,19234.65
12067,2024-11-14,14,11,4,2024,Thursday,120,Garden Irrigation Flex 120,Garden,Irrigation,1659.0,169,Ludhiana Central Mart,Ludhiana,Punjab,39,0.0,64701.0,64701.0
12068,2024-03-24,24,3,1,2024,Sunday,436,Electronics Mobiles Pro 436,Electronics,Mobiles,5731.0,9,Mumbai Tech Park Mart,Mumbai,Maharashtra,1,0.0,5731.0,5731.0
12069,2024-11-23,23,11,4,2024,Saturday,39,Footwear Formal Shoes Core 039,Footwear,Formal Shoes,2566.0,69,Pune Station Road Mart,Pune,Maharashtra,2,5.0,5132.0,4875.4
12070,2024-10-10,10,10,4,2024,Thursday,93,Apparel Formal Wear Nova 093,Apparel,Formal Wear,4212.0,54,Chennai Tech Park Mart,Chennai,Tamil Nadu,2,0.0,8424.0,8424.0
12071,2024-06-18,18,6,2,2024,Tuesday,83,Toys Board Games Nova 083,Toys,Board Games,2606.0,204,Bhavnagar Central Mart,Bhavnagar,Gujarat,2,0.0,5212.0,5212.0
12072,2024-04-25,25,4,2,2024,Thursday,473,Toys Board Games Nova 473,Toys,Board Games,3416.0,50,Chennai West Mart,Chennai,Tamil Nadu,3,0.0,10248.0,10248.0
12073,2024-11-04,4,11,4,2024,Monday,466,Electronics Mobiles Pro 466,Electronics,Mobiles,9841.0,138,Nashik South Mart,Nashik,Maharashtra,2,0.0,19682.0,19682.0
12074,2024-01-28,28,1,1,2024,Sunday,426,Beauty Skin Care Pro 426,Beauty,Skin Care,805.0,45,Hyderabad Airport Road Mart,Hyderabad,Telangana,1,0.0,805.0,805.0
12075,2024-07-11,11,7,3,2024,Thursday,201,Beauty Skin Care Alpha 201,Beauty,Skin Care,1330.0,136,Nashik Central Mart,Nashik,Maharashtra,1,0.0,1330.0,1330.0
12076,2024-08-28,28,8,3,2024,Wednesday,398,Toys Board Games Plus 398,Toys,Board Games,1241.0,219,Jabalpur North Mart,Jabalpur,Madhya Pradesh,4,0.0,4964.0,4964.0
12077,2024-08-29,29,8,3,2024,Thursday,99,Footwear Formal Shoes Core 099,Footwear,Formal Shoes,5746.0,128,Visakhapatnam East Mart,Visakhapatnam,Andhra Pradesh,5,0.0,28730.0,28730.0
12078,2024-12-28,28,12,4,2024,Saturday,68,Toys Board Games Plus 068,Toys,Board Games,2171.0,68,Pune MG Road Mart,Pune,Maharashtra,3,5.0,6513.0,6187.35
12079,2024-08-17,17,8,3,2024,Saturday,73,Stationery Art Supplies Nova 073,Stationery,Art Supplies,832.0,5,Mumbai West Mart,Mumbai,Maharashtra,1,0.0,832.0,832.0
12080,2024-11-20,20,11,4,2024,Wednesday,463,Stationery Art Supplies Nova 463,Stationery,Art Supplies,322.0,3,Mumbai South Mart,Mumbai,Maharashtra,3,0.0,966.0,966.0
12081,2024-03-09,9,3,1,2024,Saturday,46,Electronics Mobiles Pro 046,Electronics,Mobiles,7301.0,29,Bengaluru West Mart,Bengaluru,Karnataka,4,5.0,29204.0,27743.8
12082,2024-04-02,2,4,2,2024,Tuesday,235,Furniture Dining Lite 235,Furniture,Dining,6584.0,154,Raipur Central Mart,Raipur,Chhattisgarh,4,0.0,26336.0,26336.0
12083,2024-01-11,11,1,1,2024,Thursday,379,Home Appliances Laundry Core 379,Home Appliances,Laundry,4646.0,131,Vadodara North Mart,Vadodara,Gujarat,2,0.0,9292.0,9292.0
12084,2024-11-06,6,11,4,2024,Wednesday,186,Beauty Skin Care Pro 186,Beauty,Skin Care,865.0,44,Hyderabad Tech Park Mart,Hyderabad,Telangana,4,10.0,3460.0,3114.0
12085,2024-03-24,24,3,1,2024,Sunday,50,Sports Cycling Flex 050,Sports,Cycling,3649.0,105,Coimbatore Central Mart,Coimbatore,Tamil Nadu,3,10.0,10947.0,9852.3
12086,2024-04-10,10,4,2,2024,Wednesday,193,Stationery Art Supplies Nova 193,Stationery,Art Supplies,952.0,91,Surat North Mart,Surat,Gujarat,1,0.0,952.0,952.0
12087,2024-08-18,18,8,3,2024,Sunday,295,Furniture Dining Lite 295,Furniture,Dining,19244.0,71,Pune Tech Park Mart,Pune,Maharashtra,5,0.0,96220.0,96220.0
12088,2024-02-10,10,2,1,2024,Saturday,243,Apparel Formal Wear Nova 243,Apparel,Formal Wear,1362.0,67,Pune West Mart,Pune,Maharashtra,5,5.0,6810.0,6469.5
12089,2024-07-17,17,7,3,2024,Wednesday,330,Garden Irrigation Flex 330,Garden,Irrigation,4389.0,13,Delhi Central Mart,Delhi,Delhi,4,5.0,17556.0,16678.2
12090,2024-12-27,27,12,4,2024,Friday,390,Garden Irrigation Flex 390,Garden,Irrigation,169.0,223,Rourkela North Mart,Rourkela,Odisha,5,5.0,845.0,802.75
12091,2024-08-10,10,8,3,2024,Saturday,302,Grocery Snacks Prime 302,Grocery,Snacks,1595.0,44,Hyderabad Tech Park Mart,Hyderabad,Telangana,4,0.0,6380.0,6380.0
12092,2024-03-14,14,3,1,2024,Thursday,8,Dark Chocolate Pack,Grocery,Snacks,699.0,138,Nashik South Mart,Nashik,Maharashtra,3,0.0,2097.0,2097.0
12093,2024-12-18,18,12,4,2024,Wednesday,430,Furniture Dining Flex 430,Furniture,Dining,2729.0,10,Mumbai Airport Road Mart,Mumbai,Maharashtra,1,10.0,2729.0,2456.1
12094,2024-09-09,9,9,3,2024,Monday,156,Beauty Skin Care Pro 156,Beauty,Skin Care,2435.0,128,Visakhapatnam East Mart,Visakhapatnam,Andhra Pradesh,2,0.0,4870.0,4870.0
12095,2024-05-10,10,5,2,2024,Friday,95,Sports Cycling Lite 095,Sports,Cycling,6664.0,127,Visakhapatnam South Mart,Visakhapatnam,Andhra Pradesh,2,0.0,13328.0,13328.0
12096,2024-10-22,22,10,4,2024,Tuesday,231,Beauty Skin Care Alpha 231,Beauty,Skin Care,2260.0,192,Shimla Central Mart,Shimla,Himachal Pradesh,4,0.0,9040.0,9040.0
12097,2024-07-22,22,7,3,2024,Monday,487,Books Education Edge 487,Books,Education,1228.0,54,Chennai Tech Park Mart,Chennai,Tamil Nadu,3,20.0,3684.0,2947.2
12098,2024-08-07,7,8,3,2024,Wednesday,212,Grocery Snacks Prime 212,Grocery,Snacks,1325.0,85,Lucknow Central Mart,Lucknow,Uttar Pradesh,3,10.0,3975.0,3577.5
12099,2024-10-24,24,10,4,2024,Thursday,71,Health Supplements Alpha 071,Health,Supplements,2826.0,138,Nashik South Mart,Nashik,Maharashtra,5,10.0,14130.0,12717.0
12100,2024-10-10,10,10,4,2024,Thursday,26,Health Supplements Pro 026,Health,Supplements,1161.0,196,Srinagar Central Mart,Srinagar,Jammu and Kashmir,4,0.0,4644.0,4644.0
12101,2024-12-28,28,12,4,2024,Saturday,79,Home Appliances Laundry Core 079,Home Appliances,Laundry,16746.0,94,Surat West Mart,Surat,Gujarat,4,0.0,66984.0,66984.0
12102,2024-12-15,15,12,4,2024,Sunday,46,Electronics Mobiles Pro 046,Electronics,Mobiles,7301.0,63,Pune Central Mart,Pune,Maharashtra,5,0.0,36505.0,36505.0
12103,2024-07-08,8,7,3,2024,Monday,414,Footwear Formal Shoes Max 414,Footwear,Formal Shoes,2941.0,51,Chennai MG Road Mart,Chennai,Tamil Nadu,10,36.0,29410.0,18822.4
12104,2024-07-12,12,7,3,2024,Friday,5,Yoga Mat Pro,Sports,Fitness,1499.0,69,Pune Station Road Mart,Pune,Maharashtra,5,5.0,7495.0,7120.25
12105,2024-09-09,9,9,3,2024,Monday,440,Sports Cycling Flex 440,Sports,Cycling,4279.0,114,Kochi West Mart,Kochi,Kerala,2,15.0,8558.0,7274.3
12106,2024-08-04,4,8,3,2024,Sunday,218,Toys Board Games Plus 218,Toys,Board Games,3021.0,60,Kolkata MG Road Mart,Kolkata,West Bengal,3,10.0,9063.0,8156.7
12107,2024-04-14,14,4,2,2024,Sunday,422,Grocery Snacks Prime 422,Grocery,Snacks,755.0,66,Pune East Mart,Pune,Maharashtra,4,10.0,3020.0,2718.0
12108,2024-04-20,20,4,2,2024,Saturday,73,Stationery Art Supplies Nova 073,Stationery,Art Supplies,832.0,115,Chandigarh Central Mart,Chandigarh,Chandigarh,3,15.0,2496.0,2121.6
12109,2024-12-25,25,12,4,2024,Wednesday,152,Grocery Snacks Prime 152,Grocery,Snacks,1745.0,40,Hyderabad West Mart,Hyderabad,Telangana,5,0.0,8725.0,8725.0
12110,2024-08-21,21,8,3,2024,Wednesday,81,Beauty Skin Care Alpha 081,Beauty,Skin Care,110.0,80,Jaipur Central Mart,Jaipur,Rajasthan,5,15.0,550.0,467.5
12111,2024-12-17,17,12,4,2024,Tuesday,148,Stationery Art Supplies Plus 148,Stationery,Art Supplies,457.0,23,Delhi Ring Road Mart,Delhi,Delhi,5,0.0,2285.0,2285.0
12112,2024-12-30,30,12,4,2024,Monday,181,Electronics Mobiles Alpha 181,Electronics,Mobiles,25796.0,147,Patna South Mart,Patna,Bihar,3,5.0,77388.0,73518.6
12113,2024-06-11,11,6,2,2024,Tuesday,334,Home Appliances Laundry Max 334,Home Appliances,Laundry,30961.0,28,Bengaluru East Mart,Bengaluru,Karnataka,5,15.0,154805.0,131584.25
12114,2024-02-23,23,2,1,2024,Friday,271,Electronics Mobiles Alpha 271,Electronics,Mobiles,38126.0,97,Indore South Mart,Indore,Madhya Pradesh,1,10.0,38126.0,34313.4
12115,2024-09-04,4,9,3,2024,Wednesday,421,Electronics Mobiles Alpha 421,Electronics,Mobiles,3676.0,48,Chennai South Mart,Chennai,Tamil Nadu,4,0.0,14704.0,14704.0
12116,2024-08-16,16,8,3,2024,Friday,27,Automotive Bike Care Edge 027,Automotive,Bike Care,1518.0,21,Delhi Tech Park Mart,Delhi,Delhi,2,5.0,3036.0,2884.2
12117,2024-10-31,31,10,4,2024,Thursday,190,Furniture Dining Flex 190,Furniture,Dining,42089.0,82,Jaipur South Mart,Jaipur,Rajasthan,1,10.0,42089.0,37880.1
12118,2024-02-13,13,2,1,2024,Tuesday,496,Electronics Mobiles Pro 496,Electronics,Mobiles,13951.0,12,Mumbai Garden Mart,Mumbai,Maharashtra,1,20.0,13951.0,11160.8
12119,2024-07-11,11,7,3,2024,Thursday,486,Beauty Skin Care Pro 486,Beauty,Skin Care,165.0,15,Delhi South Mart,Delhi,Delhi,4,0.0,660.0,660.0
12120,2024-07-20,20,7,3,2024,Saturday,335,Sports Cycling Lite 335,Sports,Cycling,5744.0,103,Nagpur East Mart,Nagpur,Maharashtra,3,15.0,17232.0,14647.2
12121,2024-07-28,28,7,3,2024,Sunday,67,Books Education Edge 067,Books,Education,1288.0,132,Vadodara South Mart,Vadodara,Gujarat,2,10.0,2576.0,2318.4
12122,2024-10-08,8,10,4,2024,Tuesday,183,Apparel Formal Wear Nova 183,Apparel,Formal Wear,3402.0,109,Coimbatore West Mart,Coimbatore,Tamil Nadu,2,0.0,6804.0,6804.0
12123,2024-01-25,25,1,1,2024,Thursday,323,Toys Board Games Nova 323,Toys,Board Games,2566.0,64,Pune North Mart,Pune,Maharashtra,3,10.0,7698.0,6928.2
12124,2024-09-03,3,9,3,2024,Tuesday,16,Electronics Mobiles Pro 016,Electronics,Mobiles,3191.0,139,Mysuru Central Mart,Mysuru,Karnataka,3,5.0,9573.0,9094.35
12125,2024-08-14,14,8,3,2024,Wednesday,257,Grocery Snacks Edge 257,Grocery,Snacks,560.0,61,Kolkata Station Road Mart,Kolkata,West Bengal,1,0.0,560.0,560.0
12126,2024-09-28,28,9,3,2024,Saturday,384,Footwear Formal Shoes Max 384,Footwear,Formal Shoes,1351.0,51,Chennai MG Road Mart,Chennai,Tamil Nadu,3,0.0,4053.0,4053.0
12127,2024-04-06,6,4,2,2024,Saturday,267,Automotive Bike Care Edge 267,Automotive,Bike Care,5298.0,29,Bengaluru West Mart,Bengaluru,Karnataka,3,15.0,15894.0,13509.9
12128,2024-12-28,28,12,4,2024,Saturday,466,Electronics Mobiles Pro 466,Electronics,Mobiles,9841.0,210,Salem Central Mart,Salem,Tamil Nadu,4,10.0,39364.0,35427.6
12129,2024-07-21,21,7,3,2024,Sunday,373,Stationery Art Supplies Nova 373,Stationery,Art Supplies,532.0,221,Cuttack North Mart,Cuttack,Odisha,4,0.0,2128.0,2128.0
12130,2024-12-16,16,12,4,2024,Monday,270,Garden Irrigation Flex 270,Garden,Irrigation,3609.0,32,Bengaluru Civil Lines Mart,Bengaluru,Karnataka,2,5.0,7218.0,6857.1
12131,2024-11-10,10,11,4,2024,Sunday,454,Home Appliances Laundry Max 454,Home Appliances,Laundry,19121.0,170,Ludhiana North Mart,Ludhiana,Punjab,2,0.0,38242.0,38242.0
12132,2024-10-17,17,10,4,2024,Thursday,293,Toys Board Games Nova 293,Toys,Board Games,1696.0,164,Kanpur North Mart,Kanpur,Uttar Pradesh,1,0.0,1696.0,1696.0
12133,2024-05-12,12,5,2,2024,Sunday,164,Pet Care Pet Health Max 164,Pet Care,Pet Health,265.0,133,Rajkot Central Mart,Rajkot,Gujarat,1,0.0,265.0,265.0
12134,2024-12-16,16,12,4,2024,Monday,341,Health Supplements Alpha 341,Health,Supplements,2816.0,182,Udaipur North Mart,Udaipur,Rajasthan,3,0.0,8448.0,8448.0
12135,2024-07-22,22,7,3,2024,Monday,253,Stationery Art Supplies Nova 253,Stationery,Art Supplies,412.0,67,Pune West Mart,Pune,Maharashtra,3,0.0,1236.0,1236.0
12136,2024-06-11,11,6,2,2024,Tuesday,158,Toys Board Games Plus 158,Toys,Board Games,1281.0,88,Lucknow East Mart,Lucknow,Uttar Pradesh,2,0.0,2562.0,2562.0
12137,2024-01-13,13,1,1,2024,Saturday,264,Footwear Formal Shoes Max 264,Footwear,Formal Shoes,1491.0,76,Ahmedabad West Mart,Ahmedabad,Gujarat,3,5.0,4473.0,4249.35
12138,2024-07-22,22,7,3,2024,Monday,411,Beauty Skin Care Alpha 411,Beauty,Skin Care,340.0,91,Surat North Mart,Surat,Gujarat,4,5.0,1360.0,1292.0
12139,2024-12-27,27,12,4,2024,Friday,315,Garden Irrigation Lite 315,Garden,Irrigation,4194.0,79,Ahmedabad Civil Lines Mart,Ahmedabad,Gujarat,39,0.0,163566.0,163566.0
12140,2024-08-30,30,8,3,2024,Friday,453,Apparel Formal Wear Nova 453,Apparel,Formal Wear,972.0,44,Hyderabad Tech Park Mart,Hyderabad,Telangana,5,30.0,4860.0,3402.0
12141,2024-06-11,11,6,2,2024,Tuesday,200,Sports Cycling Flex 200,Sports,Cycling,5199.0,47,Chennai North Mart,Chennai,Tamil Nadu,2,0.0,10398.0,10398.0
12142,2024-11-02,2,11,4,2024,Saturday,313,Stationery Art Supplies Nova 313,Stationery,Art Supplies,1072.0,41,Hyderabad MG Road Mart,Hyderabad,Telangana,3,15.0,3216.0,2733.6
12143,2024-04-08,8,4,2,2024,Monday,8,Dark Chocolate Pack,Grocery,Snacks,699.0,71,Pune Tech Park Mart,Pune,Maharashtra,3,5.0,2097.0,1992.15
